Tracking_ID,HG19en82 Chromosome,HG19en82 Gene Start (bp),HG19en82 Gene End (bp),HG19en82 Gene Length,HG19en82 Strand,HG19en82 % GC Content,HG19en82 Cytoband,HG19en82 Gene Biotype,HG19en82 Gene Name,HG19en82 Description
ENSG00000136925,chr9,100362362,100395962,5980,-,42.52,q22.33,protein_coding,TSTD2,thiosulfate sulfurtransferase (rhodanese)-like domain containing 2 [Source:HGNC Symbol;Acc:30087]
ENSG00000102119,chrX,153607557,153609883,2020,+,62.14,q28,protein_coding,EMD,emerin [Source:HGNC Symbol;Acc:3331]
ENSG00000101181,chr20,60758085,60778624,5209,+,49.97,q13.33,protein_coding,MTG2,mitochondrial ribosome-associated GTPase 2 [Source:HGNC Symbol;Acc:16239]
ENSG00000105464,chr19,48898132,48948188,5093,+,52.58,q13.33,protein_coding,GRIN2D,"glutamate receptor, ionotropic, N-methyl D-aspartate 2D [Source:HGNC Symbol;Acc:4588]"
ENSG00000163960,chr3,196074533,196159345,11291,-,42.28,q29,protein_coding,UBXN7,UBX domain protein 7 [Source:HGNC Symbol;Acc:29119]
ENSG00000168066,chr11,64532078,64546258,5972,-,49.33,q13.1,protein_coding,SF1,splicing factor 1 [Source:HGNC Symbol;Acc:12950]
ENSG00000129474,chr14,23440383,23451851,5979,-,52.93,q11.2,protein_coding,AJUBA,ajuba LIM protein [Source:HGNC Symbol;Acc:20250]
ENSG00000113263,chr5,156569944,156682201,8604,+,41.46,q33.3,protein_coding,ITK,IL2-inducible T-cell kinase [Source:HGNC Symbol;Acc:6171]
ENSG00000068654,chr2,86247339,86333278,13519,-,46.69,p11.2,protein_coding,POLR1A,"polymerase (RNA) I polypeptide A, 194kDa [Source:HGNC Symbol;Acc:17264]"
ENSG00000115484,chr2,62095224,62115939,2830,-,41.18,p15,protein_coding,CCT4,"chaperonin containing TCP1, subunit 4 (delta) [Source:HGNC Symbol;Acc:1617]"
ENSG00000160293,chr9,136627016,136857726,5682,-,56.31,q34.2,protein_coding,VAV2,vav 2 guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:12658]
ENSG00000100024,chr22,24863206,24924358,7059,+,46.67,q11.23,protein_coding,UPB1,"ureidopropionase, beta [Source:HGNC Symbol;Acc:16297]"
ENSG00000119596,chr14,75230069,75322244,10749,+,39.45,q24.3,protein_coding,YLPM1,YLP motif containing 1 [Source:HGNC Symbol;Acc:17798]
ENSG00000171291,chr19,11959541,11994565,5207,+,43.96,p13.2,protein_coding,ZNF439,zinc finger protein 439 [Source:HGNC Symbol;Acc:20873]
ENSG00000213923,chr22,38686697,38794527,6699,-,47.81,q13.1,protein_coding,CSNK1E,"casein kinase 1, epsilon [Source:HGNC Symbol;Acc:2453]"
ENSG00000006125,chr17,33905065,34053436,7797,+,39.93,q12,protein_coding,AP2B1,"adaptor-related protein complex 2, beta 1 subunit [Source:HGNC Symbol;Acc:563]"
ENSG00000162694,chr1,101337943,101361554,4950,-,38.7,p21.2,protein_coding,EXTL2,exostosin-like glycosyltransferase 2 [Source:HGNC Symbol;Acc:3516]
ENSG00000147119,chrX,46433219,46457843,2289,+,44.78,p11.23,protein_coding,CHST7,carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 7 [Source:HGNC Symbol;Acc:13817]
ENSG00000120254,chr6,151186685,151423023,4945,+,43.51,q25.1,protein_coding,MTHFD1L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like [Source:HGNC Symbol;Acc:21055]
ENSG00000115446,chr2,99225042,99234978,2230,+,42.81,q11.2,protein_coding,UNC50,unc-50 homolog (C. elegans) [Source:HGNC Symbol;Acc:16046]
ENSG00000204394,chr6,31745295,31763730,6081,-,53.81,p21.33,protein_coding,VARS,valyl-tRNA synthetase [Source:HGNC Symbol;Acc:12651]
ENSG00000174165,chr11,66288108,66313709,3486,-,52.31,q13.2,protein_coding,ZDHHC24,"zinc finger, DHHC-type containing 24 [Source:HGNC Symbol;Acc:27387]"
ENSG00000124171,chr20,49348081,49373332,4726,+,41.09,q13.13,protein_coding,PARD6B,par-6 family cell polarity regulator beta [Source:HGNC Symbol;Acc:16245]
ENSG00000116489,chr1,113161795,113214241,4130,+,40.34,p13.2,protein_coding,CAPZA1,"capping protein (actin filament) muscle Z-line, alpha 1 [Source:HGNC Symbol;Acc:1488]"
ENSG00000099889,chr22,19957419,20004331,5621,-,58.03,q11.21,protein_coding,ARVCF,armadillo repeat gene deleted in velocardiofacial syndrome [Source:HGNC Symbol;Acc:728]
ENSG00000103522,chr16,27413483,27462115,4219,+,46.97,p12.1,protein_coding,IL21R,interleukin 21 receptor [Source:HGNC Symbol;Acc:6006]
ENSG00000139318,chr12,89741009,89747048,4632,-,46.59,q21.33,protein_coding,DUSP6,dual specificity phosphatase 6 [Source:HGNC Symbol;Acc:3072]
ENSG00000137273,chr6,1390069,1395832,2187,+,59.87,p25.3,protein_coding,FOXF2,forkhead box F2 [Source:HGNC Symbol;Acc:3810]
ENSG00000254986,chr11,66247484,66277130,3979,+,52.26,q13.2,protein_coding,DPP3,dipeptidyl-peptidase 3 [Source:HGNC Symbol;Acc:3008]
ENSG00000197483,chr19,55987699,55995854,3847,+,62.51,q13.42,protein_coding,ZNF628,zinc finger protein 628 [Source:HGNC Symbol;Acc:28054]
ENSG00000164129,chr4,164265091,164273086,3291,+,38.17,q32.2,protein_coding,NPY5R,neuropeptide Y receptor Y5 [Source:HGNC Symbol;Acc:7958]
ENSG00000010072,chr1,231472850,231490769,5906,+,41.57,q42.2,protein_coding,SPRTN,SprT-like N-terminal domain [Source:HGNC Symbol;Acc:25356]
ENSG00000169762,chr4,16162128,16229033,7828,-,38.85,p15.32,protein_coding,TAPT1,transmembrane anterior posterior transformation 1 [Source:HGNC Symbol;Acc:26887]
ENSG00000134827,chr11,59620273,59634048,1586,-,39.6,q12.1,protein_coding,TCN1,"transcobalamin I (vitamin B12 binding protein, R binder family) [Source:HGNC Symbol;Acc:11652]"
ENSG00000167641,chr19,38741877,38747231,1501,-,58.39,q13.2,protein_coding,PPP1R14A,"protein phosphatase 1, regulatory (inhibitor) subunit 14A [Source:HGNC Symbol;Acc:14871]"
ENSG00000172543,chr11,65647280,65651212,1719,+,59.12,q13.1,protein_coding,CTSW,cathepsin W [Source:HGNC Symbol;Acc:2546]
ENSG00000117480,chr1,46859937,46879520,2776,+,55.38,p33,protein_coding,FAAH,fatty acid amide hydrolase [Source:HGNC Symbol;Acc:3553]
ENSG00000164022,chr4,107236701,107270383,3328,+,36.71,q24,protein_coding,AIMP1,aminoacyl tRNA synthetase complex-interacting multifunctional protein 1 [Source:HGNC Symbol;Acc:10648]
ENSG00000179057,chr11,18725852,18747777,4841,-,50.45,p15.1,protein_coding,IGSF22,"immunoglobulin superfamily, member 22 [Source:HGNC Symbol;Acc:26750]"
ENSG00000203883,chr20,62679076,62680994,1723,-,72.17,q13.33,protein_coding,SOX18,SRY (sex determining region Y)-box 18 [Source:HGNC Symbol;Acc:11194]
ENSG00000136114,chr13,52951305,52980629,3345,-,43.72,q14.3,protein_coding,THSD1,"thrombospondin, type I, domain containing 1 [Source:HGNC Symbol;Acc:17754]"
ENSG00000143569,chr1,154192655,154243986,7503,+,43.58,q21.3,protein_coding,UBAP2L,ubiquitin associated protein 2-like [Source:HGNC Symbol;Acc:29877]
ENSG00000163513,chr3,30647994,30735634,4704,+,40.81,p24.1,protein_coding,TGFBR2,"transforming growth factor, beta receptor II (70/80kDa) [Source:HGNC Symbol;Acc:11773]"
ENSG00000154589,chr8,74903587,74941322,607,+,41.99,q21.11,protein_coding,LY96,lymphocyte antigen 96 [Source:HGNC Symbol;Acc:17156]
ENSG00000204388,chr6,31795512,31798031,2520,+,58.77,p21.33,protein_coding,HSPA1B,heat shock 70kDa protein 1B [Source:HGNC Symbol;Acc:5233]
ENSG00000151062,chr12,1901123,2028002,7639,-,50.46,p13.33,protein_coding,CACNA2D4,"calcium channel, voltage-dependent, alpha 2/delta subunit 4 [Source:HGNC Symbol;Acc:20202]"
ENSG00000118058,chr11,118307205,118397539,21953,+,41.25,q23.3,protein_coding,KMT2A,lysine (K)-specific methyltransferase 2A [Source:HGNC Symbol;Acc:7132]
ENSG00000127663,chr19,4969125,5153606,9743,+,57.26,p13.3,protein_coding,KDM4B,lysine (K)-specific demethylase 4B [Source:HGNC Symbol;Acc:29136]
ENSG00000164037,chr4,103806205,103940896,2977,-,37.3,q24,protein_coding,SLC9B1,"solute carrier family 9, subfamily B (NHA1, cation proton antiporter 1), member 1 [Source:HGNC Symbol;Acc:24244]"
ENSG00000164303,chr4,185009859,185142383,4703,-,44.68,q35.1,protein_coding,ENPP6,ectonucleotide pyrophosphatase/phosphodiesterase 6 [Source:HGNC Symbol;Acc:23409]
ENSG00000065911,chr2,74425689,74444692,4870,+,43.3,p13.1,protein_coding,MTHFD2,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase [Source:HGNC Symbol;Acc:7434]"
ENSG00000116560,chr1,35641979,35658749,7426,-,41.83,p34.3,protein_coding,SFPQ,splicing factor proline/glutamine-rich [Source:HGNC Symbol;Acc:10774]
ENSG00000183978,chr17,40947165,40950722,1922,-,54.78,q21.31,protein_coding,COA3,cytochrome c oxidase assembly factor 3 [Source:HGNC Symbol;Acc:24990]
ENSG00000162191,chr11,62443970,62446567,2510,-,52.81,q12.3,protein_coding,UBXN1,UBX domain protein 1 [Source:HGNC Symbol;Acc:18402]
ENSG00000122862,chr10,70847862,70864567,1220,+,42.48,q22.1,protein_coding,SRGN,serglycin [Source:HGNC Symbol;Acc:9361]
ENSG00000138801,chr4,108511433,108641608,3478,-,38.6,q25,protein_coding,PAPSS1,3'-phosphoadenosine 5'-phosphosulfate synthase 1 [Source:HGNC Symbol;Acc:8603]
ENSG00000165886,chr10,99258625,99330966,1706,+,49.52,q24.1,protein_coding,UBTD1,ubiquitin domain containing 1 [Source:HGNC Symbol;Acc:25683]
ENSG00000078487,chr7,99998449,100026615,3318,-,44.82,q22.1,protein_coding,ZCWPW1,"zinc finger, CW type with PWWP domain 1 [Source:HGNC Symbol;Acc:23486]"
ENSG00000121577,chr3,119355304,119384171,2445,-,43.2,q13.33,protein_coding,POPDC2,popeye domain containing 2 [Source:HGNC Symbol;Acc:17648]
ENSG00000129933,chr19,19431490,19469563,11162,+,54.38,p13.11,protein_coding,MAU2,MAU2 sister chromatid cohesion factor [Source:HGNC Symbol;Acc:29140]
ENSG00000204406,chr2,148778580,149275805,12933,+,36.29,q23.1,protein_coding,MBD5,methyl-CpG binding domain protein 5 [Source:HGNC Symbol;Acc:20444]
ENSG00000021488,chr19,33321415,33360672,2597,-,46.62,q13.11,protein_coding,SLC7A9,"solute carrier family 7 (amino acid transporter light chain, bo,+ system), member 9 [Source:HGNC Symbol;Acc:11067]"
ENSG00000012822,chr12,54104903,54121529,6296,-,49.38,q13.13,protein_coding,CALCOCO1,calcium binding and coiled-coil domain 1 [Source:HGNC Symbol;Acc:29306]
ENSG00000239998,chr19,55084387,55099027,2622,+,46.62,q13.42,protein_coding,LILRA2,"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 2 [Source:HGNC Symbol;Acc:6603]"
ENSG00000140848,chr16,57126449,57181878,7380,+,54.15,q13,protein_coding,CPNE2,copine II [Source:HGNC Symbol;Acc:2315]
ENSG00000165929,chr14,92246095,92333880,6147,-,37.97,q32.12,protein_coding,TC2N,"tandem C2 domains, nuclear [Source:HGNC Symbol;Acc:19859]"
ENSG00000165072,chr9,72658497,72841886,3854,+,40.24,q21.12,protein_coding,MAMDC2,MAM domain containing 2 [Source:HGNC Symbol;Acc:23673]
ENSG00000162430,chr1,26126667,26144713,4421,+,56.77,p36.11,protein_coding,SEPN1,"selenoprotein N, 1 [Source:HGNC Symbol;Acc:15999]"
ENSG00000138347,chr10,69865912,69971774,6742,+,40.59,q21.3,protein_coding,MYPN,myopalladin [Source:HGNC Symbol;Acc:23246]
ENSG00000126773,chr14,60558629,60635851,8718,+,37.99,q23.1,protein_coding,PCNXL4,pecanex-like 4 (Drosophila) [Source:HGNC Symbol;Acc:20349]
ENSG00000163743,chr4,76404247,76439974,6565,-,34.99,q21.1,protein_coding,RCHY1,"ring finger and CHY zinc finger domain containing 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:17479]"
ENSG00000149922,chr16,30097114,30103208,3066,-,57.33,p11.2,protein_coding,TBX6,T-box 6 [Source:HGNC Symbol;Acc:11605]
ENSG00000131941,chr19,33469499,33555794,4804,-,48.33,q13.11,protein_coding,RHPN2,"rhophilin, Rho GTPase binding protein 2 [Source:HGNC Symbol;Acc:19974]"
ENSG00000196867,chr19,57050317,57068169,6964,+,40.79,q13.43,protein_coding,ZFP28,ZFP28 zinc finger protein [Source:HGNC Symbol;Acc:17801]
ENSG00000139350,chr12,97301001,97347129,4037,+,35.09,q23.1,protein_coding,NEDD1,"neural precursor cell expressed, developmentally down-regulated 1 [Source:HGNC Symbol;Acc:7723]"
ENSG00000107738,chr10,73507316,73533255,5128,-,53.85,q22.1,protein_coding,C10orf54,chromosome 10 open reading frame 54 [Source:HGNC Symbol;Acc:30085]
ENSG00000204435,chr6,31633013,31638120,2933,+,52.7,p21.33,protein_coding,CSNK2B,"casein kinase 2, beta polypeptide [Source:HGNC Symbol;Acc:2460]"
ENSG00000255302,chr15,49170083,49172380,2298,+,41.64,q21.1,protein_coding,EID1,EP300 interacting inhibitor of differentiation 1 [Source:HGNC Symbol;Acc:1191]
ENSG00000213413,chr7,99815864,99819113,1984,+,56.74,q22.1,protein_coding,PVRIG,poliovirus receptor related immunoglobulin domain containing [Source:HGNC Symbol;Acc:32190]
ENSG00000003137,chr2,72356367,72375167,5015,-,59.96,p13.2,protein_coding,CYP26B1,"cytochrome P450, family 26, subfamily B, polypeptide 1 [Source:HGNC Symbol;Acc:20581]"
ENSG00000173258,chr9,114287439,114340124,5738,+,42.33,q31.3,protein_coding,ZNF483,zinc finger protein 483 [Source:HGNC Symbol;Acc:23384]
ENSG00000165948,chr14,94547628,94570192,2380,+,45.17,q32.12,protein_coding,IFI27L1,"interferon, alpha-inducible protein 27-like 1 [Source:HGNC Symbol;Acc:19754]"
ENSG00000130340,chr6,158244296,158366109,4198,+,40.79,q25.3,protein_coding,SNX9,sorting nexin 9 [Source:HGNC Symbol;Acc:14973]
ENSG00000197776,chr14,50159823,50219870,3006,+,39.77,q21.3,protein_coding,KLHDC1,kelch domain containing 1 [Source:HGNC Symbol;Acc:19836]
ENSG00000138496,chr3,122246771,122283424,8938,-,42.46,q21.1,protein_coding,PARP9,"poly (ADP-ribose) polymerase family, member 9 [Source:HGNC Symbol;Acc:24118]"
ENSG00000185619,chr4,699537,764428,7425,+,56.09,p16.3,protein_coding,PCGF3,polycomb group ring finger 3 [Source:HGNC Symbol;Acc:10066]
ENSG00000165782,chr14,20925878,20929771,3803,-,51.18,q11.2,protein_coding,TMEM55B,transmembrane protein 55B [Source:HGNC Symbol;Acc:19299]
ENSG00000187741,chr16,89803957,89883065,9736,-,50.46,q24.3,protein_coding,FANCA,"Fanconi anemia, complementation group A [Source:HGNC Symbol;Acc:3582]"
ENSG00000033100,chr7,150929575,150935908,4200,+,56.84,q36.1,protein_coding,CHPF2,chondroitin polymerizing factor 2 [Source:HGNC Symbol;Acc:29270]
ENSG00000249242,chr4,83404323,83483510,3671,-,41.81,q21.22,protein_coding,TMEM150C,transmembrane protein 150C [Source:HGNC Symbol;Acc:37263]
ENSG00000123609,chr2,152126979,152146571,3480,-,39.82,q23.3,protein_coding,NMI,N-myc (and STAT) interactor [Source:HGNC Symbol;Acc:7854]
ENSG00000188167,chr3,33131913,33138293,3966,-,49.95,p22.3,protein_coding,TMPPE,transmembrane protein with metallophosphoesterase domain [Source:HGNC Symbol;Acc:33865]
ENSG00000213920,chr14,24683143,24685276,1072,-,50.8,q12,protein_coding,MDP1,magnesium-dependent phosphatase 1 [Source:HGNC Symbol;Acc:28781]
ENSG00000196981,chr3,122130715,122134882,4168,-,39.85,q21.1,protein_coding,WDR5B,WD repeat domain 5B [Source:HGNC Symbol;Acc:17826]
ENSG00000133639,chr12,92536286,92539673,2622,-,47.85,q21.33,protein_coding,BTG1,"B-cell translocation gene 1, anti-proliferative [Source:HGNC Symbol;Acc:1130]"
ENSG00000008294,chr17,49039535,49198226,11948,-,40.0,q21.33,protein_coding,SPAG9,sperm associated antigen 9 [Source:HGNC Symbol;Acc:14524]
ENSG00000198814,chrX,30671476,30748725,4511,+,38.65,p21.2,protein_coding,GK,glycerol kinase [Source:HGNC Symbol;Acc:4289]
ENSG00000178802,chr15,75182346,75191798,6328,+,52.84,q24.1,protein_coding,MPI,mannose phosphate isomerase [Source:HGNC Symbol;Acc:7216]
ENSG00000169905,chr1,179809102,179846938,18876,-,38.85,q25.2,protein_coding,TOR1AIP2,torsin A interacting protein 2 [Source:HGNC Symbol;Acc:24055]
ENSG00000111802,chr6,24650205,24667261,3082,-,39.02,p22.3,protein_coding,TDP2,tyrosyl-DNA phosphodiesterase 2 [Source:HGNC Symbol;Acc:17768]
ENSG00000198722,chr9,35161999,35405335,6592,+,41.63,p13.3,protein_coding,UNC13B,unc-13 homolog B (C. elegans) [Source:HGNC Symbol;Acc:12566]
ENSG00000143303,chr1,156698234,156706752,3169,+,51.0,q23.1,protein_coding,RRNAD1,ribosomal RNA adenine dimethylase domain containing 1 [Source:HGNC Symbol;Acc:24273]
ENSG00000090975,chr12,123468027,123634562,9165,-,51.35,q24.31,protein_coding,PITPNM2,"phosphatidylinositol transfer protein, membrane-associated 2 [Source:HGNC Symbol;Acc:21044]"
ENSG00000166479,chr18,66340925,66382535,7637,-,36.18,q22.1,protein_coding,TMX3,thioredoxin-related transmembrane protein 3 [Source:HGNC Symbol;Acc:24718]
ENSG00000182362,chr21,47706251,47717665,1807,+,53.1,q22.3,protein_coding,YBEY,ybeY metallopeptidase (putative) [Source:HGNC Symbol;Acc:1299]
ENSG00000187566,chr6,18120718,18122851,2134,-,52.06,p22.3,protein_coding,NHLRC1,NHL repeat containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:21576]
ENSG00000143995,chr2,66660584,66801001,10934,+,39.2,p14,protein_coding,MEIS1,Meis homeobox 1 [Source:HGNC Symbol;Acc:7000]
ENSG00000164442,chr6,139693393,139695757,2086,-,53.07,q24.1,protein_coding,CITED2,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2 [Source:HGNC Symbol;Acc:1987]"
ENSG00000237190,chr5,133737778,133747589,1757,-,45.21,q31.1,protein_coding,CDKN2AIPNL,CDKN2A interacting protein N-terminal like [Source:HGNC Symbol;Acc:30545]
ENSG00000157625,chrX,30845559,30993201,12430,-,38.95,p21.2,protein_coding,TAB3,TGF-beta activated kinase 1/MAP3K7 binding protein 3 [Source:HGNC Symbol;Acc:30681]
ENSG00000115355,chr2,55514978,55647057,14537,-,36.45,p16.1,protein_coding,CCDC88A,coiled-coil domain containing 88A [Source:HGNC Symbol;Acc:25523]
ENSG00000166387,chr11,7534529,7678358,9617,+,45.46,p15.4,protein_coding,PPFIBP2,"PTPRF interacting protein, binding protein 2 (liprin beta 2) [Source:HGNC Symbol;Acc:9250]"
ENSG00000187021,chr10,118349897,118368687,4986,+,44.74,q25.3,protein_coding,PNLIPRP1,pancreatic lipase-related protein 1 [Source:HGNC Symbol;Acc:9156]
ENSG00000104823,chr19,39306062,39322645,2467,-,51.47,q13.2,protein_coding,ECH1,"enoyl CoA hydratase 1, peroxisomal [Source:HGNC Symbol;Acc:3149]"
ENSG00000111261,chr12,12482198,12503475,2807,-,44.01,p13.2,protein_coding,MANSC1,MANSC domain containing 1 [Source:HGNC Symbol;Acc:25505]
ENSG00000162772,chr1,212738676,212794119,4003,+,43.16,q32.3,protein_coding,ATF3,activating transcription factor 3 [Source:HGNC Symbol;Acc:785]
ENSG00000120049,chr10,103585731,103603677,3294,-,55.4,q24.32,protein_coding,KCNIP2,Kv channel interacting protein 2 [Source:HGNC Symbol;Acc:15522]
ENSG00000173786,chr17,40118759,40129749,7426,+,54.63,q21.2,protein_coding,CNP,"2',3'-cyclic nucleotide 3' phosphodiesterase [Source:HGNC Symbol;Acc:2158]"
ENSG00000188878,chr17,73905655,73937221,6731,-,53.45,q25.1,protein_coding,FBF1,Fas (TNFRSF6) binding factor 1 [Source:HGNC Symbol;Acc:24674]
ENSG00000143498,chr1,222731244,222763275,2895,-,36.34,q41,protein_coding,TAF1A,"TATA box binding protein (TBP)-associated factor, RNA polymerase I, A, 48kDa [Source:HGNC Symbol;Acc:11532]"
ENSG00000105048,chr19,55644162,55660722,2171,-,55.64,q13.42,protein_coding,TNNT1,"troponin T type 1 (skeletal, slow) [Source:HGNC Symbol;Acc:11948]"
ENSG00000196136,chr14,95078714,95090392,4504,+,50.89,q32.13,protein_coding,SERPINA3,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3 [Source:HGNC Symbol;Acc:16]"
ENSG00000146476,chr6,151773422,151791236,2790,+,39.23,q25.1,protein_coding,C6orf211,chromosome 6 open reading frame 211 [Source:HGNC Symbol;Acc:17872]
ENSG00000116819,chr1,36038971,36060929,2189,+,52.53,p34.3,protein_coding,TFAP2E,transcription factor AP-2 epsilon (activating enhancer binding protein 2 epsilon) [Source:HGNC Symbol;Acc:30774]
ENSG00000183092,chr14,101003486,101053750,7073,-,60.97,q32.2,protein_coding,BEGAIN,brain-enriched guanylate kinase-associated [Source:HGNC Symbol;Acc:24163]
ENSG00000025796,chr6,108188960,108279393,8587,-,39.82,q21,protein_coding,SEC63,SEC63 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:21082]
ENSG00000196652,chr7,99102274,99132323,6056,+,46.16,q22.1,protein_coding,ZKSCAN5,zinc finger with KRAB and SCAN domains 5 [Source:HGNC Symbol;Acc:12867]
ENSG00000083123,chr6,80816364,81055987,4102,+,36.82,q14.1,protein_coding,BCKDHB,"branched chain keto acid dehydrogenase E1, beta polypeptide [Source:HGNC Symbol;Acc:987]"
ENSG00000049239,chr1,9294834,9331396,9321,+,52.29,p36.22,protein_coding,H6PD,hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase) [Source:HGNC Symbol;Acc:4795]
ENSG00000062650,chr10,88195013,88281572,7280,-,39.87,q23.2,protein_coding,WAPAL,wings apart-like homolog (Drosophila) [Source:HGNC Symbol;Acc:23293]
ENSG00000185022,chr22,38597889,38612518,2977,+,56.25,q13.1,protein_coding,MAFF,v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog F [Source:HGNC Symbol;Acc:6780]
ENSG00000155189,chr8,6565878,6617184,4681,+,38.61,p23.1,protein_coding,AGPAT5,1-acylglycerol-3-phosphate O-acyltransferase 5 [Source:HGNC Symbol;Acc:20886]
ENSG00000081148,chr3,100941390,101039404,8337,-,37.6,q12.3,protein_coding,IMPG2,interphotoreceptor matrix proteoglycan 2 [Source:HGNC Symbol;Acc:18362]
ENSG00000144597,chr3,15468862,15484120,4690,+,41.62,p25.1,protein_coding,EAF1,ELL associated factor 1 [Source:HGNC Symbol;Acc:20907]
ENSG00000099998,chr22,24615622,24641110,2590,-,52.07,q11.23,protein_coding,GGT5,gamma-glutamyltransferase 5 [Source:HGNC Symbol;Acc:4260]
ENSG00000197181,chr8,22132810,22215076,5751,+,42.78,p21.3,protein_coding,PIWIL2,piwi-like RNA-mediated gene silencing 2 [Source:HGNC Symbol;Acc:17644]
ENSG00000114779,chr3,52002526,52017425,3161,-,55.05,p21.2,protein_coding,ABHD14B,abhydrolase domain containing 14B [Source:HGNC Symbol;Acc:28235]
